Unnamed: 0,ID,Name,Sex,Age,NOC,Team,Sport,Event,Medal,Year,Season,Height,Weight,Games,City,region,notes
1,1346266,AALERUD Katrine,Female,26.0,NOR,Norway,Cycling Road,Women's Road Race,,2020,Summer,,,2020 Summer,Tokyo,Norway,
2,1346266,AALERUD Katrine,Female,26.0,NOR,Norway,Cycling Road,Women's Individual Time Trial,,2020,Summer,,,2020 Summer,Tokyo,Norway,
3,1355250,ABAD Nestor,Male,28.0,ESP,Spain,Artistic Gymnastics,Men's All-Around,,2020,Summer,,,2020 Summer,Tokyo,Spain,
4,1355250,ABAD Nestor,Male,28.0,ESP,Spain,Artistic Gymnastics,Men's Floor Exercise,,2020,Summer,,,2020 Summer,Tokyo,Spain,
5,1355250,ABAD Nestor,Male,28.0,ESP,Spain,Artistic Gymnastics,Men's Pommel Horse,,2020,Summer,,,2020 Summer,Tokyo,Spain,
6,1355250,ABAD Nestor,Male,28.0,ESP,Spain,Artistic Gymnastics,Men's Rings,,2020,Summer,,,2020 Summer,Tokyo,Spain,
7,1355250,ABAD Nestor,Male,28.0,ESP,Spain,Artistic Gymnastics,Men's Vault,,2020,Summer,,,2020 Summer,Tokyo,Spain,
8,1355250,ABAD Nestor,Male,28.0,ESP,Spain,Artistic Gymnastics,Men's Parallel Bars,,2020,Summer,,,2020 Summer,Tokyo,Spain,
9,1355250,ABAD Nestor,Male,28.0,ESP,Spain,Artistic Gymnastics,Men's Horizontal Bar,,2020,Summer,,,2020 Summer,Tokyo,Spain,
10,1355250,ABAD Nestor,Male,28.0,ESP,Spain,Artistic Gymnastics,Men's Team,,2020,Summer,,,2020 Summer,Tokyo,Spain,
11,1321381,ABAGNALE Giovanni,Male,26.0,ITA,Italy,Rowing,Men's Pair Team,,2020,Summer,,,2020 Summer,Tokyo,Italy,
12,1322233,ABALDE Alberto,Male,25.0,ESP,Spain,Basketball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Spain,
13,1322271,ABALDE Tamara,Female,32.0,ESP,Spain,Basketball,Women Team,,2020,Summer,,,2020 Summer,Tokyo,Spain,
14,1350409,ABALO Luc,Male,36.0,FRA,France,Handball,Men Team,Gold,2020,Summer,,,2020 Summer,Tokyo,France,
15,1309960,ABAROA Cesar,Male,24.0,CHI,Chile,Rowing,Lightweight Men's Double Sculls Team,,2020,Summer,,,2020 Summer,Tokyo,Chile,
16,1344792,ABASS Abobakr,Male,22.0,SUD,Sudan,Swimming,Men's 100m Breaststroke,,2020,Summer,,,2020 Summer,Tokyo,Sudan,
17,1331787,ABBAGNALE Vincenzo,Male,28.0,ITA,Italy,Rowing,Men's Pair Team,,2020,Summer,,,2020 Summer,Tokyo,Italy,
18,1284763,ABBASALI Hamideh,Female,31.0,IRI,Iran,Karate,Women's Kumite +61kg,,2020,Summer,,,2020 Summer,Tokyo,Iran,
19,1433032,ABBASOV Islam,Male,25.0,AZE,Azerbaijan,Wrestling,Men's Greco-Roman 87kg,,2020,Summer,,,2020 Summer,Tokyo,Azerbaijan,
20,1456949,ABBINGH Lois,Female,28.0,NED,Netherlands,Handball,Women Team,,2020,Summer,,,2020 Summer,Tokyo,Netherlands,
21,1349883,ABBOT Emily,Female,24.0,AUS,Australia,Rhythmic Gymnastics,Group All-Around Team,,2020,Summer,,,2020 Summer,Tokyo,Australia,
22,1310126,ABBOTT Monica,Female,36.0,USA,United States,Baseball/Softball,Softball Team,Silver,2020,Summer,,,2020 Summer,Tokyo,USA,
23,1328854,ABDALLA Abubaker Haydar,Male,24.0,QAT,Qatar,Athletics,Men's 800m,,2020,Summer,,,2020 Summer,Tokyo,Qatar,
24,1898618,ABDALRASOOL Mohamed,Male,28.0,SUD,Sudan,Judo,Men -73 kg,,2020,Summer,,,2020 Summer,Tokyo,Sudan,
25,1306332,ABDEL LATIF Radwa,Female,31.0,EGY,Egypt,Shooting,10m Air Pistol Women,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
26,1306332,ABDEL LATIF Radwa,Female,31.0,EGY,Egypt,Shooting,10m Air Pistol Mixed Team,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
27,1306339,ABDEL RAZEK Samy,Male,41.0,EGY,Egypt,Shooting,10m Air Pistol Men,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
28,1306339,ABDEL RAZEK Samy,Male,41.0,EGY,Egypt,Shooting,10m Air Pistol Mixed Team,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
29,1301765,ABDELAAL Mohamed,Male,31.0,EGY,Egypt,Judo,Men -81 kg,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
30,1306315,ABDELAZIZ Abdalla,Male,22.0,EGY,Egypt,Karate,Men's Kumite -75kg,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
31,1296357,ABDELAZIZ Farah,Female,28.0,EGY,Egypt,Table Tennis,Women's Team,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
32,1306348,ABDELAZIZ Feryal,Female,22.0,EGY,Egypt,Karate,Women's Kumite +61kg,Gold,2020,Summer,,,2020 Summer,Tokyo,Egypt,
33,1301783,ABDELMAWGOUD Mohamed,Male,27.0,EGY,Egypt,Judo,Men -66 kg,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
34,1307194,ABDELMOTTALEB Diaaeldin Kamal Gouda,Male,28.0,EGY,Egypt,Wrestling,Men's Freestyle 125kg,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
35,1312038,ABDELRAHMAN Ihab,Male,32.0,EGY,Egypt,Athletics,Men's Javelin Throw,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
36,1381598,ABDELSALAM Mohamed,Male,23.0,EGY,Egypt,Football,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
37,1313054,ABDELSALAM Nour,Female,28.0,EGY,Egypt,Taekwondo,Women -49kg,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
38,1305691,ABDELWAHED Ahmed,Male,25.0,ITA,Italy,Athletics,Men's 3000m Steeplechase,,2020,Summer,,,2020 Summer,Tokyo,Italy,
39,1401953,ABDI Bashir,Male,32.0,BEL,Belgium,Athletics,Men's Marathon,Bronze,2020,Summer,,,2020 Summer,Tokyo,Belgium,
40,1363139,ABDIRAHMAN Abdi,Male,44.0,USA,United States,Athletics,Men's Marathon,,2020,Summer,,,2020 Summer,Tokyo,USA,
41,1464004,ABDUL HADI Farah Ann,Female,27.0,MAS,Malaysia,Artistic Gymnastics,Women's All-Around,,2020,Summer,,,2020 Summer,Tokyo,Malaysia,
42,1464004,ABDUL HADI Farah Ann,Female,27.0,MAS,Malaysia,Artistic Gymnastics,Women's Vault,,2020,Summer,,,2020 Summer,Tokyo,Malaysia,
43,1464004,ABDUL HADI Farah Ann,Female,27.0,MAS,Malaysia,Artistic Gymnastics,Women's Uneven Bars,,2020,Summer,,,2020 Summer,Tokyo,Malaysia,
44,1464004,ABDUL HADI Farah Ann,Female,27.0,MAS,Malaysia,Artistic Gymnastics,Women's Balance Beam,,2020,Summer,,,2020 Summer,Tokyo,Malaysia,
45,1464004,ABDUL HADI Farah Ann,Female,27.0,MAS,Malaysia,Artistic Gymnastics,Women's Floor Exercise,,2020,Summer,,,2020 Summer,Tokyo,Malaysia,
46,1359420,ABDUL RAHMAN Kiria Tikanah,Female,21.0,SGP,Singapore,Fencing,Women's Épée Individual,,2020,Summer,,,2020 Summer,Tokyo,Singapore,
47,1798789,ABDUL RAZZAQ Fathimath Nabaaha,Female,22.0,MDV,Maldives,Badminton,Women's Singles,,2020,Summer,,,2020 Summer,Tokyo,Maldives,
48,1484611,ABDULHAMID Saud,Male,22.0,KSA,Saudi Arabia,Football,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Saudi Arabia,
49,1327781,ABDULJABBAR Ammar Riad,Male,25.0,GER,Germany,Boxing,Men's Heavy (81-91kg),,2020,Summer,,,2020 Summer,Tokyo,Germany,
50,1285960,ABDULLAEV Gulomjon,Male,22.0,UZB,Uzbekistan,Wrestling,Men's Freestyle 57kg,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
51,1284000,ABDULLAEV Muminjon,Male,31.0,UZB,Uzbekistan,Wrestling,Men's Greco-Roman 130kg,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
52,1321507,ABDULLAH Rahmat Erwin,Male,20.0,INA,Indonesia,Weightlifting,Men's 73kg,Bronze,2020,Summer,,,2020 Summer,Tokyo,Indonesia,
53,1436411,ABDULLAYEV Mahammad,Male,22.0,AZE,Azerbaijan,Boxing,Men's Super Heavy (+91kg),,2020,Summer,,,2020 Summer,Tokyo,Azerbaijan,
54,1306001,ABDULLIN Ilfat,Male,23.0,KAZ,Kazakhstan,Archery,Men's Individual,,2020,Summer,,,2020 Summer,Tokyo,Kazakhstan,
55,1306001,ABDULLIN Ilfat,Male,23.0,KAZ,Kazakhstan,Archery,Men's Team,,2020,Summer,,,2020 Summer,Tokyo,Kazakhstan,
56,1301070,ABDULREDHA Mohamed,Male,31.0,BRN,Bahrain,Handball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Bahrain,
57,1312182,ABDURAIMOV Elnur,Male,27.0,UZB,Uzbekistan,Boxing,Men's Light (57-63kg),,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
58,1285163,ABDURAKHIMOV Rasuljon,Male,24.0,UZB,Uzbekistan,Artistic Gymnastics,Men's All-Around,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
59,1285163,ABDURAKHIMOV Rasuljon,Male,24.0,UZB,Uzbekistan,Artistic Gymnastics,Men's Floor Exercise,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
60,1285163,ABDURAKHIMOV Rasuljon,Male,24.0,UZB,Uzbekistan,Artistic Gymnastics,Men's Pommel Horse,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
61,1285163,ABDURAKHIMOV Rasuljon,Male,24.0,UZB,Uzbekistan,Artistic Gymnastics,Men's Rings,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
62,1285163,ABDURAKHIMOV Rasuljon,Male,24.0,UZB,Uzbekistan,Artistic Gymnastics,Men's Vault,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
63,1285163,ABDURAKHIMOV Rasuljon,Male,24.0,UZB,Uzbekistan,Artistic Gymnastics,Men's Parallel Bars,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
64,1285163,ABDURAKHIMOV Rasuljon,Male,24.0,UZB,Uzbekistan,Artistic Gymnastics,Men's Horizontal Bar,,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
65,1285952,ABDURAKHMONOV Bekzod,Male,31.0,UZB,Uzbekistan,Wrestling,Men's Freestyle 74kg,Bronze,2020,Summer,,,2020 Summer,Tokyo,Uzbekistan,
66,1315347,ABE Hifumi,Male,23.0,JPN,Japan,Judo,Men -66 kg,Gold,2020,Summer,,,2020 Summer,Tokyo,Japan,
67,1315347,ABE Hifumi,Male,23.0,JPN,Japan,Judo,Mixed Team,Silver,2020,Summer,,,2020 Summer,Tokyo,Japan,
68,1319304,ABE Takatoshi,Male,29.0,JPN,Japan,Athletics,Men's 400m Hurdles,,2020,Summer,,,2020 Summer,Tokyo,Japan,
69,1315319,ABE Uta,Female,21.0,JPN,Japan,Judo,Women -52 kg,Gold,2020,Summer,,,2020 Summer,Tokyo,Japan,
70,1315319,ABE Uta,Female,21.0,JPN,Japan,Judo,Mixed Team,Silver,2020,Summer,,,2020 Summer,Tokyo,Japan,
71,1450589,ABEBE Mekides,Female,20.0,ETH,Ethiopia,Athletics,Women's 3000m Steeplechase,,2020,Summer,,,2020 Summer,Tokyo,Ethiopia,
72,1289091,ABEDINI Mojtaba,Male,36.0,IRI,Iran,Fencing,Men's Sabre Individual,,2020,Summer,,,2020 Summer,Tokyo,Iran,
73,1289091,ABEDINI Mojtaba,Male,36.0,IRI,Iran,Fencing,Men's Sabre Team,,2020,Summer,,,2020 Summer,Tokyo,Iran,
74,1469699,ABEL Jennifer,Female,29.0,CAN,Canada,Diving,Women's 3m Springboard,,2020,Summer,,,2020 Summer,Tokyo,Canada,
75,1469699,ABEL Jennifer,Female,29.0,CAN,Canada,Diving,Women's Synchronised 3m Springboard Team,Silver,2020,Summer,,,2020 Summer,Tokyo,Canada,
76,1284065,ABELA Matthew,Male,22.0,MLT,Malta,Badminton,Men's Singles,,2020,Summer,,,2020 Summer,Tokyo,Malta,
77,1343652,ABELVIK ROED Magnus,Male,24.0,NOR,Norway,Handball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Norway,
78,1457675,ABEYSINGHE Matthew,Male,25.0,SRI,Sri Lanka,Swimming,Men's 100m Freestyle,,2020,Summer,,,2020 Summer,Tokyo,Sri Lanka,
79,1354754,ABIAN Pablo,Male,36.0,ESP,Spain,Badminton,Men's Singles,,2020,Summer,,,2020 Summer,Tokyo,Spain,
80,1428701,ABICHA Mohammed,Male,41.0,MAR,Morocco,Beach Volleyball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Morocco,
81,1330779,ABICHT Lorena,Female,27.0,AUT,Austria,Sailing,Women's Skiff - 49er  Team,,2020,Summer,,,2020 Summer,Tokyo,Austria,
82,1307563,ABIDINE Abidine,Male,28.0,MTN,Mauritania,Athletics,Men's 5000m,,2020,Summer,,,2020 Summer,Tokyo,Mauritania,
83,1406250,ABLIAZIN Denis,Male,29.0,ROC,Russia,Artistic Gymnastics,Men's All-Around,,2020,Summer,,,2020 Summer,Tokyo,Russia,
84,1406250,ABLIAZIN Denis,Male,29.0,ROC,Russia,Artistic Gymnastics,Men's Floor Exercise,,2020,Summer,,,2020 Summer,Tokyo,Russia,
85,1406250,ABLIAZIN Denis,Male,29.0,ROC,Russia,Artistic Gymnastics,Men's Pommel Horse,,2020,Summer,,,2020 Summer,Tokyo,Russia,
86,1406250,ABLIAZIN Denis,Male,29.0,ROC,Russia,Artistic Gymnastics,Men's Rings,,2020,Summer,,,2020 Summer,Tokyo,Russia,
87,1406250,ABLIAZIN Denis,Male,29.0,ROC,Russia,Artistic Gymnastics,Men's Vault,Silver,2020,Summer,,,2020 Summer,Tokyo,Russia,
88,1406250,ABLIAZIN Denis,Male,29.0,ROC,Russia,Artistic Gymnastics,Men's Parallel Bars,,2020,Summer,,,2020 Summer,Tokyo,Russia,
89,1406250,ABLIAZIN Denis,Male,29.0,ROC,Russia,Artistic Gymnastics,Men's Horizontal Bar,,2020,Summer,,,2020 Summer,Tokyo,Russia,
90,1406250,ABLIAZIN Denis,Male,29.0,ROC,Russia,Artistic Gymnastics,Men's Team,Gold,2020,Summer,,,2020 Summer,Tokyo,Russia,
91,1351464,ABNER,Male,21.0,BRA,Brazil,Football,Men Team,Gold,2020,Summer,,,2020 Summer,Tokyo,Brazil,
92,1518857,ABOUD Hadel,Female,21.0,LBA,Libya,Athletics,Women's 100m,,2020,Summer,,,2020 Summer,Tokyo,Libya,
93,1321978,ABOUELKASSEM Alaaeldin,Male,30.0,EGY,Egypt,Fencing,Men's Foil Individual,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
94,1321978,ABOUELKASSEM Alaaeldin,Male,30.0,EGY,Egypt,Fencing,Men's Foil Team,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
95,1478734,ABOUKE Nancy Genzel,Female,18.0,NRU,Nauru,Weightlifting,Women's 76kg,,2020,Summer,,,2020 Summer,Tokyo,Nauru,
96,1465453,ABRAHAM Tadesse,Male,38.0,SUI,Switzerland,Athletics,Men's Marathon,,2020,Summer,,,2020 Summer,Tokyo,Switzerland,
97,1337650,ABRAHAMS Rusten John,Male,23.0,RSA,South Africa,Hockey,Men Team,,2020,Summer,,,2020 Summer,Tokyo,South Africa,
98,1334678,ABRAMS Aliyah,Female,24.0,GUY,Guyana,Athletics,Women's 400m,,2020,Summer,,,2020 Summer,Tokyo,Guyana,
99,1459262,ABRAMS Jasmine,Female,27.0,GUY,Guyana,Athletics,Women's 100m,,2020,Summer,,,2020 Summer,Tokyo,Guyana,
100,1313358,ABRAMYAN Benik,Male,36.0,GEO,Georgia,Athletics,Men's Shot Put,,2020,Summer,,,2020 Summer,Tokyo,Georgia,
101,1449935,ABREU Diogo,Male,27.0,POR,Portugal,Trampoline Gymnastics,Men,,2020,Summer,,,2020 Summer,Tokyo,Portugal,
102,1765160,ABRINES Alex,Male,28.0,ESP,Spain,Basketball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Spain,
103,1431408,ABROSIMOV Kirill,Male,29.0,ROC,Russia,Marathon Swimming,Men's 10km,,2020,Summer,,,2020 Summer,Tokyo,Russia,
104,1849510,ABU RABEE Asma,Female,29.0,JOR,Jordan,Shooting,10m Air Pistol Women,,2020,Summer,,,2020 Summer,Tokyo,Jordan,
105,1884707,ABU RMILAH Wesam,Male,25.0,PLE,Palestine,Judo,Men -81 kg,,2020,Summer,,,2020 Summer,Tokyo,Palestine,
106,1347019,ABUAKU Joshua,Male,25.0,GER,Germany,Athletics,Men's 400m Hurdles,,2020,Summer,,,2020 Summer,Tokyo,Germany,
107,1325069,ABUJBARA Tala,Female,29.0,QAT,Qatar,Rowing,Women's Single Sculls,,2020,Summer,,,2020 Summer,Tokyo,Qatar,
108,1350377,ACERENZA Domenico,Male,26.0,ITA,Italy,Swimming,Men's 1500m Freestyle,,2020,Summer,,,2020 Summer,Tokyo,Italy,
109,1295011,ACETI Vladimir,Male,22.0,ITA,Italy,Athletics,Men's 4 x 400m Relay Team,,2020,Summer,,,2020 Summer,Tokyo,Italy,
110,1295011,ACETI Vladimir,Male,22.0,ITA,Italy,Athletics,4 x 400m Relay Mixed Team,,2020,Summer,,,2020 Summer,Tokyo,Italy,
111,1459647,ACEVEDO Javier,Male,23.0,CAN,Canada,Swimming,Mixed 4 x 100m Medley Relay Team,,2020,Summer,,,2020 Summer,Tokyo,Canada,
112,1393661,ACHAB Jaouad,Male,28.0,BEL,Belgium,Taekwondo,Men -68kg,,2020,Summer,,,2020 Summer,Tokyo,Belgium,
113,1307874,ACHANTA Kamal,Male,39.0,IND,India,Table Tennis,Men's Singles,,2020,Summer,,,2020 Summer,Tokyo,India,
114,1307874,ACHANTA Kamal,Male,39.0,IND,India,Table Tennis,Mixed Doubles Team,,2020,Summer,,,2020 Summer,Tokyo,India,
115,1325288,ACHE Ragnar,Male,23.0,GER,Germany,Football,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Germany,
116,1464052,ACHILLEOS Georgios,Male,40.0,CYP,Cyprus,Shooting,Skeet Men,,2020,Summer,,,2020 Summer,Tokyo,Cyprus,
117,1400561,ACHIUWA Precious,Male,21.0,NGR,Nigeria,Basketball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Nigeria,
118,1432990,ACHONWA Natalie,Female,28.0,CAN,Canada,Basketball,Women Team,,2020,Summer,,,2020 Summer,Tokyo,Canada,
119,1420788,ACHOURI Haikel,Male,36.0,TUN,Tunisia,Wrestling,Men's Greco-Roman 97kg,,2020,Summer,,,2020 Summer,Tokyo,Tunisia,
120,1344107,ACIN Nikola,Male,21.0,SRB,Serbia,Swimming,Men's 4 x 100m Freestyle Relay Team,,2020,Summer,,,2020 Summer,Tokyo,Serbia,
121,1297381,ACKERMANN Simone,Female,31.0,RSA,South Africa,Triathlon,Women's Individual,,2020,Summer,,,2020 Summer,Tokyo,South Africa,
122,1293759,ACOSTA Briseida,Female,27.0,MEX,Mexico,Taekwondo,Women +67kg,,2020,Summer,,,2020 Summer,Tokyo,Mexico,
123,1309938,ACOSTA FERNANDEZ Yasmani,Male,33.0,CHI,Chile,Wrestling,Men's Greco-Roman 130kg,,2020,Summer,,,2020 Summer,Tokyo,Chile,
124,1322474,ACOSTA GIRALDO Valentina,Female,21.0,COL,Colombia,Archery,Women's Individual,,2020,Summer,,,2020 Summer,Tokyo,Colombia,
125,1322474,ACOSTA GIRALDO Valentina,Female,21.0,COL,Colombia,Archery,Mixed Team,,2020,Summer,,,2020 Summer,Tokyo,Colombia,
126,1328219,ACOSTA Marcelo,Male,25.0,ESA,El Salvador,Swimming,Men's 800m Freestyle,,2020,Summer,,,2020 Summer,Tokyo,El Salvador,
127,1328219,ACOSTA Marcelo,Male,25.0,ESA,El Salvador,Swimming,Men's 1500m Freestyle,,2020,Summer,,,2020 Summer,Tokyo,El Salvador,
128,1332431,ACUNA Yenny,Female,24.0,CHI,Chile,Football,Women Team,,2020,Summer,,,2020 Summer,Tokyo,Chile,
129,1313802,ADACHI Kazuya,Male,30.0,JPN,Japan,Canoe Slalom,Men's Kayak,,2020,Summer,,,2020 Summer,Tokyo,Japan,
130,1316488,ADACHI Seiya,Male,26.0,JPN,Japan,Water Polo,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Japan,
131,1378864,ADAM Amal,Female,39.0,EGY,Egypt,Archery,Women's Individual,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
132,1378864,ADAM Amal,Female,39.0,EGY,Egypt,Archery,Mixed Team,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
133,1285944,ADAM Constantin,Male,25.0,ROU,Romania,Rowing,Men's Eight Team,,2020,Summer,,,2020 Summer,Tokyo,Romania,
134,1324426,ADAMEK Klaudia,Female,22.0,POL,Poland,Athletics,Women's 4 x 100m Relay Team,,2020,Summer,,,2020 Summer,Tokyo,Poland,
135,1312363,ADAMKIEWICZ Patrycja,Female,23.0,POL,Poland,Taekwondo,Women -57kg,,2020,Summer,,,2020 Summer,Tokyo,Poland,
136,1481512,ADAMS Liam,Male,34.0,AUS,Australia,Athletics,Men's Marathon,,2020,Summer,,,2020 Summer,Tokyo,Australia,
137,1349681,ADAMS Paul,Male,29.0,AUS,Australia,Shooting,Skeet Men,,2020,Summer,,,2020 Summer,Tokyo,Australia,
138,1311419,ADAMS Taeyanna,Female,19.0,FSM,Federated States of Micronesia,Swimming,Women's 100m Breaststroke,,2020,Summer,,,2020 Summer,Tokyo,Micronesia,
139,1469883,ADAMS Valerie,Female,36.0,NZL,New Zealand,Athletics,Women's Shot Put,Bronze,2020,Summer,,,2020 Summer,Tokyo,New Zealand,
140,1325175,ADAMUS Bartlomiej Stefan,Male,21.0,POL,Poland,Weightlifting,Men's 96kg,,2020,Summer,,,2020 Summer,Tokyo,Poland,
141,1382524,ADAR Yasemin,Female,29.0,TUR,Turkey,Wrestling,Women's Freestyle 76kg,Bronze,2020,Summer,,,2020 Summer,Tokyo,Türkiye,
142,1312780,ADEBAYO Bam,Male,24.0,USA,United States,Basketball,Men Team,Gold,2020,Summer,,,2020 Summer,Tokyo,USA,
143,1386905,ADEGOKE Enoch,Male,21.0,NGR,Nigeria,Athletics,Men's 100m,,2020,Summer,,,2020 Summer,Tokyo,Nigeria,
144,1350931,ADEKUOROYE Odunayo Folasade,Female,27.0,NGR,Nigeria,Wrestling,Women's Freestyle 57kg,,2020,Summer,,,2020 Summer,Tokyo,Nigeria,
145,1376999,ADEL Ibrahim,Male,20.0,EGY,Egypt,Football,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Egypt,
146,1351136,ADENIYI Aminat Oluwafunmilayo,Female,28.0,NGR,Nigeria,Wrestling,Women's Freestyle 62kg,,2020,Summer,,,2020 Summer,Tokyo,Nigeria,
147,1366795,ADESOKAN Dorcas Ajoke,Female,23.0,NGR,Nigeria,Badminton,Women's Singles,,2020,Summer,,,2020 Summer,Tokyo,Nigeria,
148,1307017,ADILKHANOVA Alina,Female,19.0,KAZ,Kazakhstan,Rhythmic Gymnastics,Individual All-Around,,2020,Summer,,,2020 Summer,Tokyo,Kazakhstan,
149,1352229,ADLERTEG Jonna,Female,26.0,SWE,Sweden,Artistic Gymnastics,Women's Uneven Bars,,2020,Summer,,,2020 Summer,Tokyo,Sweden,
150,1440148,ADLINGTON Sarah,Female,35.0,GBR,Great Britain,Judo,Women +78 kg,,2020,Summer,,,2020 Summer,Tokyo,UK,
151,1381745,ADO Pauline,Female,30.0,FRA,France,Surfing,Women,,2020,Summer,,,2020 Summer,Tokyo,France,
152,1301815,ADOLF Balazs,Male,21.0,HUN,Hungary,Canoe Sprint,Men's Canoe Single 1000m,,2020,Summer,,,2020 Summer,Tokyo,Hungary,
153,1301815,ADOLF Balazs,Male,21.0,HUN,Hungary,Canoe Sprint,Men's Canoe Double 1000m Team,,2020,Summer,,,2020 Summer,Tokyo,Hungary,
154,1291077,ADOMAVICIUS Aurimas,Male,27.0,LTU,Lithuania,Rowing,Men's Double Sculls Team,,2020,Summer,,,2020 Summer,Tokyo,Lithuania,
155,1332435,AEDO Yanara,Female,28.0,CHI,Chile,Football,Women Team,,2020,Summer,,,2020 Summer,Tokyo,Chile,
156,1325544,AERNOUDTS Violaine,Female,21.0,FRA,France,Rowing,Women's Quadruple Sculls Team,,2020,Summer,,,2020 Summer,Tokyo,France,
157,1296235,AFANADOR Brian,Male,24.0,PUR,Puerto Rico,Table Tennis,Men's Singles,,2020,Summer,,,2020 Summer,Tokyo,Puerto Rico,
158,1429019,AFONSO Paixao,Male,30.0,ANG,Angola,Sailing,Men's Two Person Dinghy - 470 Team,,2020,Summer,,,2020 Summer,Tokyo,Angola,
159,1450180,AFONSO Salome,Female,23.0,POR,Portugal,Athletics,Women's 1500m,,2020,Summer,,,2020 Summer,Tokyo,Portugal,
160,1298940,AFOUMBA Gilles Anthony,Male,25.0,CGO,Republic of the Congo,Athletics,Men's 400m,,2020,Summer,,,2020 Summer,Tokyo,Republic of Congo,
161,1425461,AFREMOVA Natalia,Female,22.0,ROC,Russia,Cycling BMX Racing,Women,,2020,Summer,,,2020 Summer,Tokyo,Russia,
162,1413273,AFRIAT Charlotte,Female,18.0,MON,Monaco,Athletics,Women's 100m,,2020,Summer,,,2020 Summer,Tokyo,Monaco,
163,1399064,AGADA Caleb,Male,26.0,NGR,Nigeria,Basketball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Nigeria,
164,1429073,AGAHOZO Alphonsine,Female,23.0,RWA,Rwanda,Swimming,Women's 50m Freestyle,,2020,Summer,,,2020 Summer,Tokyo,Rwanda,
165,1476195,AGARD Terrence,Male,31.0,NED,Netherlands,Athletics,Men's 4 x 400m Relay Team,Silver,2020,Summer,,,2020 Summer,Tokyo,Netherlands,
166,1315260,AGARIE Yuto,Male,28.0,JPN,Japan,Handball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Japan,
167,1313716,AGATSUMA Haruka,Female,26.0,JPN,Japan,Baseball/Softball,Softball Team,Gold,2020,Summer,,,2020 Summer,Tokyo,Japan,
168,1403697,AGBEGNENOU Clarisse,Female,28.0,FRA,France,Judo,Women -63 kg,Gold,2020,Summer,,,2020 Summer,Tokyo,France,
169,1403697,AGBEGNENOU Clarisse,Female,28.0,FRA,France,Judo,Mixed Team,Gold,2020,Summer,,,2020 Summer,Tokyo,France,
170,1402295,AGERO Eden,Male,30.0,KEN,Kenya,Rugby Sevens,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Kenya,
171,1408745,AGGEFORS Mikael,Male,36.0,SWE,Sweden,Handball,Men Team,,2020,Summer,,,2020 Summer,Tokyo,Sweden,
172,1281726,AGHAEIHAJIAGHA Soraya,Female,25.0,IRI,Iran,Badminton,Women's Singles,,2020,Summer,,,2020 Summer,Tokyo,Iran,
173,1340919,AGHAMIROVA Zohra,Female,20.0,AZE,Azerbaijan,Rhythmic Gymnastics,Individual All-Around,,2020,Summer,,,2020 Summer,Tokyo,Azerbaijan,
174,1292388,AGHAMIRZAEIJENAGHRAD Ali,Male,28.0,IRI,Iran,Canoe Sprint,Men's Kayak Single 1000m,,2020,Summer,,,2020 Summer,Tokyo,Iran,
175,1306380,AGHASYAN Levon,Male,26.0,ARM,Armenia,Athletics,Men's Triple Jump,,2020,Summer,,,2020 Summer,Tokyo,Armenia,
