Medal,Event,ID,Sport,Name,Sex,NOC,Team,Height,Weight,Age,City,Year,Season,notes,Games,region
,,1923516,,VECE Miriam,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's Team Pursuit,1923517,Cycling Track,LAMON Francesco,Male,ITA,Italy,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's Team Pursuit,1923518,Cycling Track,CONSONNI Simone,Male,ITA,Italy,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Madison,1923518,Cycling Track,CONSONNI Simone,Male,ITA,Italy,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Madison,1923519,Cycling Track,VIVIANI Elia,Male,ITA,Italy,0.0,0.0,35.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Individual Time Trial,1923520,Cycling Road,GANNA Filippo,Male,ITA,Italy,0.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's Team Pursuit,1923520,Cycling Track,GANNA Filippo,Male,ITA,Italy,0.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's Team Pursuit,1923521,Cycling Track,MORO Manlio,Male,ITA,Italy,0.0,0.0,22.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's Team Pursuit,1923529,Cycling Track,MILAN Jonathan,Male,ITA,Italy,0.0,0.0,24.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Individual Stroke Play,1923629,Golf,FLEETWOOD Tommy,Male,GBR,UK,180.0,0.0,33.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Individual All-Around,1923694,Rhythmic Gymnastics,RAFFAELI Sofia,Female,ITA,Italy,0.0,0.0,20.0,Paris,2024,Summer,,2024 Summer,Italy
,,1923695,,BALDASSARRI Milena,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Group All-Around,1923699,Rhythmic Gymnastics,MAURELLI Alessia,Female,ITA,Italy,0.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Group All-Around,1923700,Rhythmic Gymnastics,CENTOFANTI Martina,Female,ITA,Italy,0.0,0.0,26.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Group All-Around,1923701,Rhythmic Gymnastics,DURANTI Agnese,Female,ITA,Italy,0.0,0.0,24.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Group All-Around,1923703,Rhythmic Gymnastics,MOGUREAN Daniela,Female,ITA,Italy,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Group All-Around,1923704,Rhythmic Gymnastics,PARIS Laura,Female,ITA,Italy,0.0,0.0,22.0,Paris,2024,Summer,,2024 Summer,Italy
,,1923806,,FURLONG Gareth,Male,GBR,UK,0.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924081,,SHRESTHA Shantoshi,Female,NEP,Nepal,161.0,0.0,,Paris,2024,Summer,,2024 Summer,Nepal
,,1924203,,VENCKAUSKAITE Gintare,Female,LTU,Lithuania,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Lithuania
,,1924212,,ASADAUSKAITE Laura,Female,LTU,Lithuania,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Lithuania
,,1924268,,HODGE Adaejah,Female,IVB,"Virgin Islands, British",157.0,0.0,,Paris,2024,Summer,,2024 Summer,"Virgin Islands, British"
Silver,Women's Foil Team,1924275,Fencing,VOLPI Alice,Female,ITA,Italy,0.0,0.0,32.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Women's Foil Team,1924276,Fencing,ERRIGO Arianna,Female,ITA,Italy,0.0,0.0,36.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Women's Foil Team,1924277,Fencing,FAVARETTO Martina,Female,ITA,Italy,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Women's Foil Team,1924279,Fencing,PALUMBO Francesca,Female,ITA,Italy,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Foil Team,1924287,Fencing,MARINI Tommaso,Male,ITA,Italy,0.0,0.0,24.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Foil Individual,1924289,Fencing,MACCHI Filippo,Male,ITA,Italy,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Foil Team,1924289,Fencing,MACCHI Filippo,Male,ITA,Italy,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Foil Team,1924290,Fencing,FOCONI Alessio,Male,ITA,Italy,0.0,0.0,35.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's Foil Team,1924291,Fencing,BIANCHI Guillaume,Male,ITA,Italy,0.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,Italy
,,1924299,,di VEROLI Davide,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924300,,VISMARA Federico,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Bronze,4 x 400m Relay Mixed,1924383,Athletics,ANNING Amber,Female,GBR,UK,175.0,0.0,24.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Women's 4 x 400m Relay,1924383,Athletics,ANNING Amber,Female,GBR,UK,175.0,0.0,24.0,Paris,2024,Summer,,2024 Summer,UK
Silver,Women's 4 x 100m Relay,1924384,Athletics,ASHER-SMITH Dina,Female,GBR,UK,165.0,0.0,29.0,Paris,2024,Summer,,2024 Summer,UK
,,1924385,,ATKIN Sam,Male,GBR,UK,187.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924392,,BIRD Elizabeth,Female,GBR,UK,167.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924395,,BRADSHAW Holly,Female,GBR,UK,175.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924399,,BURGIN Max,Male,GBR,UK,190.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924401,,CAIRESS Emile,Male,GBR,UK,180.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924403,,CAUDERY Molly,Female,GBR,UK,175.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924404,,CHALMERS Alastair,Male,GBR,UK,188.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Bronze,4 x 400m Relay Mixed,1924406,Athletics,DAVEY Lewis,Male,GBR,UK,188.0,0.0,24.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Men's 4 x 400m Relay,1924406,Athletics,DAVEY Lewis,Male,GBR,UK,188.0,0.0,24.0,Paris,2024,Summer,,2024 Summer,UK
,,1924408,,DEVER Patrick,Male,GBR,UK,175.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Bronze,Men's 4 x 400m Relay,1924409,Athletics,DOBSON Charles,Male,GBR,UK,183.0,0.0,25.0,Paris,2024,Summer,,2024 Summer,UK
,,1924411,,EFOLOKO Jona,Male,GBR,UK,178.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924413,,EVANS Clara,Female,GBR,UK,158.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924416,,FINCHAM-DUKES Jacob,Male,GBR,UK,188.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924420,,GILES Elliot,Male,GBR,UK,183.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924422,,GOURLEY Neil,Male,GBR,UK,188.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924425,,HARVEY Rose,Female,GBR,UK,170.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Bronze,4 x 400m Relay Mixed,1924426,Athletics,HAYDOCK-WILSON Alex,Male,GBR,UK,185.0,0.0,25.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Men's 4 x 400m Relay,1924426,Athletics,HAYDOCK-WILSON Alex,Male,GBR,UK,185.0,0.0,25.0,Paris,2024,Summer,,2024 Summer,UK
Gold,Women's 800m,1924429,Athletics,HODGKINSON Keely,Female,GBR,UK,170.0,0.0,22.0,Paris,2024,Summer,,2024 Summer,UK
Silver,Men's 400m,1924430,Athletics,HUDSON-SMITH Matthew,Male,GBR,UK,187.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Men's 4 x 400m Relay,1924430,Athletics,HUDSON-SMITH Matthew,Male,GBR,UK,187.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Men's 4 x 100m Relay,1924431,Athletics,HUGHES Zharnel,Male,GBR,UK,193.0,0.0,29.0,Paris,2024,Summer,,2024 Summer,UK
Silver,Women's 4 x 100m Relay,1924432,Athletics,HUNT Amy,Female,GBR,UK,178.0,0.0,22.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Women's 4 x 400m Relay,1924437,Athletics,JOHN Yemi Mary,Female,GBR,UK,163.0,0.0,21.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Men's 4 x 100m Relay,1924439,Athletics,AZU Jeremiah,Male,GBR,UK,173.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,UK
Silver,Men's 1500m,1924440,Athletics,KERR Josh,Male,GBR,UK,187.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Men's 4 x 100m Relay,1924442,Athletics,KILTY Richard,Male,GBR,UK,183.0,0.0,35.0,Paris,2024,Summer,,2024 Summer,UK
,,1924444,,KNIGHT Jessie,Female,GBR,UK,170.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924445,,LAKE Morgan,Female,GBR,UK,178.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Silver,Women's 4 x 100m Relay,1924446,Athletics,LANSIQUOT Imani,Female,GBR,UK,171.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,UK
,,1924447,,LINCOLN Scott,Male,GBR,UK,191.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924451,,McCOLGAN Eilish,Female,GBR,UK,175.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924455,,MILLS George,Male,GBR,UK,182.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924456,,MITCHAM Rio,Male,GBR,UK,188.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Bronze,Men's 4 x 100m Relay,1924457,Athletics,MITCHELL-BLAKE Nethaneel,Male,GBR,UK,187.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,UK
,,1924459,,MUIR Laura,Female,GBR,UK,161.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Silver,Women's 4 x 100m Relay,1924460,Athletics,NEITA Daryll,Female,GBR,UK,157.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Women's 4 x 400m Relay,1924463,Athletics,NIELSEN Lina,Female,GBR,UK,175.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,4 x 400m Relay Mixed,1924464,Athletics,NIELSEN Laviai,Female,GBR,UK,171.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Women's 4 x 400m Relay,1924464,Athletics,NIELSEN Laviai,Female,GBR,UK,171.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,UK
,,1924467,,O'DOWDA Jade,Female,GBR,UK,176.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Bronze,Women's 4 x 400m Relay,1924470,Athletics,OHURUOGU Victoria,Female,GBR,UK,167.0,0.0,31.0,Paris,2024,Summer,,2024 Summer,UK
,,1924471,,OJORA Tade,Male,GBR,UK,182.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924472,,OKOYE Lawrence,Male,GBR,UK,198.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924474,,PERCY Nicholas,Male,GBR,UK,189.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924478,,PRATT Aimee,Female,GBR,UK,168.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924483,,REEKIE Jemma,Female,GBR,UK,171.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924486,,PATTISON Ben,Male,GBR,UK,184.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924494,,HAUGER-THACKERY Calli,Female,GBR,UK,160.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924499,,WALCOTT-NOLAN Revee,Female,GBR,UK,179.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1924505,,WILKINSON Callum,Male,GBR,UK,178.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Bronze,4 x 400m Relay Mixed,1924506,Athletics,WILLIAMS Jodie,Female,GBR,UK,174.0,0.0,31.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Women's 4 x 400m Relay,1924506,Athletics,WILLIAMS Jodie,Female,GBR,UK,174.0,0.0,31.0,Paris,2024,Summer,,2024 Summer,UK
Silver,Women's 4 x 100m Relay,1924507,Athletics,WILLIAMS Bianca,Female,GBR,UK,157.0,0.0,31.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,4 x 400m Relay Mixed,1924509,Athletics,YEARGIN Nicole,Female,GBR,UK,170.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,UK
Bronze,Women's 4 x 400m Relay,1924509,Athletics,YEARGIN Nicole,Female,GBR,UK,170.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,UK
Silver,B-Girls,1924559,Breaking,NICKA,Female,LTU,Lithuania,0.0,0.0,17.0,Paris,2024,Summer,,2024 Summer,Lithuania
,,1924576,,SANTARELLI Andrea,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924583,,CIMINI Gabriele,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Gold,Women's Épée Team,1924585,Fencing,FIAMINGO Rossella,Female,ITA,Italy,0.0,0.0,33.0,Paris,2024,Summer,,2024 Summer,Italy
Gold,Women's Épée Team,1924586,Fencing,NAVARRIA Mara,Female,ITA,Italy,0.0,0.0,39.0,Paris,2024,Summer,,2024 Summer,Italy
Gold,Women's Épée Team,1924587,Fencing,SANTUCCIO Alberta,Female,ITA,Italy,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Italy
Gold,Women's Épée Team,1924588,Fencing,RIZZI Giulia,Female,ITA,Italy,0.0,0.0,35.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's Sabre Individual,1924595,Fencing,SAMELE Luigi,Male,ITA,Italy,0.0,0.0,37.0,Paris,2024,Summer,,2024 Summer,Italy
,,1924596,,CURATOLI Luca,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924597,,GALLO Michele,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924598,,TORRE Pietro,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924605,,CRISCIO Martina,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924606,,BATTISTON Michela,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924607,,MORMILE Chiara,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924608,,VECCHI Irene,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1924881,,LIMARDO GASCON Ruben,Male,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1924884,,JASIUNAS Rytis,Male,LTU,Lithuania,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Lithuania
,,1924885,,ANDRULYTE Viktorija,Female,LTU,Lithuania,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Lithuania
,,1924894,,LUGO Grabiel,Male,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1924905,,TVOROGAL Robert,Male,LTU,Lithuania,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Lithuania
,,1924909,,LIMARDO Francisco,Male,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1924914,,BRICENO Thomas,Male,CHI,Chile,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Chile
,,1924918,,LIMARDO Jesus,Male,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1924937,,DILYTE Gabija,Female,LTU,Lithuania,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Lithuania
,,1924941,,COLLYMORE Tilly,Female,GRN,Grenada,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Grenada
,,1924957,,PAREDES TORRES Katherine F,Female,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1925060,,RODRIGUEZ OROZCO Raiber Jose,Male,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1925079,,MONTERO CHIRINOS Anthony Jose,Male,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1925088,,ARGUELLO VILLEGAS Betzabeth Angeli,Female,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1925091,,CARABALLO HERNANDEZ Soleymi Antoni,Female,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1925098,,BARRIOS Anriquelis,Female,VEN,Venezuela,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Venezuela
,,1925106,,METELLUS Philippe Abel,Male,HAI,Haiti,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Haiti
,,1925121,,HO Ian Yentou,Male,HKG,"Hong Kong, China",0.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925123,,AU Hoi Shun Stephanie,Female,HKG,"Hong Kong, China",0.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925124,,CHENG Camille Lily Mei,Female,HKG,"Hong Kong, China",0.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
Bronze,Women's 200m Freestyle,1925125,Swimming,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China",0.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
Bronze,Women's 100m Freestyle,1925125,Swimming,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China",0.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925126,,KAN Cheuk Tung Natalie,Female,HKG,"Hong Kong, China",0.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925129,,TAM Hoi Lam,Female,HKG,"Hong Kong, China",0.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925130,,CHEUNG Sum Yuet Cindy,Female,HKG,"Hong Kong, China",0.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925164,,LEE Cheuk Yiu,Male,HKG,"Hong Kong, China",178.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925167,,TANG Chun Man,Male,HKG,"Hong Kong, China",178.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925168,,LO Sin Yan Happy,Female,HKG,"Hong Kong, China",168.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925170,,TSE Ying Suet,Female,HKG,"Hong Kong, China",166.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925171,,YEUNG Nga Ting,Female,HKG,"Hong Kong, China",166.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925172,,YEUNG Pui Lam,Female,HKG,"Hong Kong, China",163.0,0.0,,Paris,2024,Summer,,2024 Summer,"Hong Kong, China"
,,1925180,,KIFLE Aron,Male,ERI,Eritrea,172.0,0.0,,Paris,2024,Summer,,2024 Summer,Eritrea
,,1925255,,PRIMOVA Aynura,Female,TKM,Turkmenistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Turkmenistan
,,1925275,,TOTI Giovanni,Male,ITA,Italy,183.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925301,,ANTI,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925346,,SCUTTO Assunta,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925347,,GIUFFRIDA Odette,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925348,,TONIOLO Veronica,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Gold,Women -78 kg,1925349,Judo,BELLANDI Alice,Female,ITA,Italy,0.0,0.0,26.0,Paris,2024,Summer,,2024 Summer,Italy
,,1925350,,LOMBARDO Manuel,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925351,,PARLATI Christian,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925352,,TAVANO Asya,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925355,,CHAMIZO MARQUEZ Frank,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925359,,RUSSO Aurora,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925508,,CARLINO Andrea,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925513,,PIRAS Matteo,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925515,,ESPOSITO Antonio,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925519,,PIRELLI Gennaro,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925542,,RUSSO Savita,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's 800m Freestyle,1925630,Swimming,PALTRINIERI Gregorio,Male,ITA,Italy,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Italy
Silver,Men's 1500m Freestyle,1925630,Swimming,PALTRINIERI Gregorio,Male,ITA,Italy,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Italy
,,1925631,,ACERENZA Domenico,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925632,,QUADARELLA Simona,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Gold,Men's 100m Breaststroke,1925633,Swimming,MARTINENGHI Nicolo,Male,ITA,Italy,0.0,0.0,25.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's 4 x 100m Freestyle Relay,1925634,Swimming,FRIGO Manuel,Male,ITA,Italy,0.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,Italy
Gold,Men's 100m Backstroke,1925635,Swimming,CECCON Thomas,Male,ITA,Italy,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's 4 x 100m Freestyle Relay,1925635,Swimming,CECCON Thomas,Male,ITA,Italy,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's 4 x 100m Freestyle Relay,1925636,Swimming,MIRESSI Alessandro,Male,ITA,Italy,0.0,0.0,26.0,Paris,2024,Summer,,2024 Summer,Italy
,,1925637,,RAZZETTI Alberto,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925638,,PILATO Benedetta,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925639,,BIGINELLI Maia,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925640,,JODOIN di MARIA Sarah,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925641,,BERTOCCHI Elena,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925642,,PELLACANI Chiara,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925643,,MARSAGLIA Lorenzo,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925644,,TOCCI Giovanni,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925645,,LARSEN Andreas Sargent,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925647,,BRUNI Lorenzo,Male,ITA,Italy,190.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925649,,CONDEMI Francesco,Male,ITA,Italy,190.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925652,,del LUNGO Marco,Male,ITA,Italy,190.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925653,,di FULVIO Francesco,Male,ITA,Italy,190.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925654,,di SOMMA Edoardo,Male,ITA,Italy,185.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925656,,ECHENIQUE Gonzalo,Male,ITA,Italy,194.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925657,,FONDELLI Andrea,Male,ITA,Italy,190.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925658,,GIANAZZA Tommaso,Male,ITA,Italy,194.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925659,,IOCCHI GRATTA Matteo,Male,ITA,Italy,195.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925664,,NICOSIA Gianmarco,Male,ITA,Italy,198.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925665,,PRESCIUTTI Nicholas,Male,ITA,Italy,190.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925666,,RENZUTO IODICE Vincenzo,Male,ITA,Italy,190.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925667,,VELOTTO Alessandro,Male,ITA,Italy,185.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925668,,FRANCESCHI Sara,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's 4 x 100m Freestyle Relay,1925669,Swimming,ZAZZERI Lorenzo,Male,ITA,Italy,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Italy
,,1925671,,CARINI Giacomo,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's 4 x 100m Freestyle Relay,1925675,Swimming,CONTE BONIN Paolo,Male,ITA,Italy,0.0,0.0,22.0,Paris,2024,Summer,,2024 Summer,Italy
,,1925677,,de TULLIO Luca,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925678,,de TULLIO Marco,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
Bronze,Men's 4 x 100m Freestyle Relay,1925681,Swimming,DEPLANO Leonardo,Male,ITA,Italy,0.0,0.0,25.0,Paris,2024,Summer,,2024 Summer,Italy
,,1925683,,LAMBERTI Matteo,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925684,,LAMBERTI Michele,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1925686,,MEGLI Filippo,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
