Medal,Event,ID,Sport,Name,Sex,NOC,Team,Height,Weight,Age,City,Year,Season,notes,Games,region
,,1543080,,ALOBAIDLI Amani,Female,BRN,Bahrain,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Bahrain
,,1543085,,SARLAK Alireza,Male,IRI,Iran,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Iran
Silver,Men's Freestyle 125kg,1543088,Wrestling,ZARE Amir Hossein,Male,IRI,Iran,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,Iran
,,1543090,,CHHUN Bunthorn,Male,CAM,Cambodia,170.0,0.0,,Paris,2024,Summer,,2024 Summer,Cambodia
,,1543093,,GHALI Saud,Male,BRN,Bahrain,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Bahrain
Bronze,Men's Freestyle 97kg,1543095,Wrestling,AZARPIRA Amirali,Male,IRI,Iran,0.0,0.0,22.0,Paris,2024,Summer,,2024 Summer,Iran
,,1543197,,NOOR ZAHI Sha Mahmood,Male,AFG,Afghanistan,179.0,0.0,,Paris,2024,Summer,,2024 Summer,Afghanistan
,,1543247,,FERGAT Abdelkarim,Male,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
,,1543253,,GHAIOU Ishak,Male,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
,,1543258,,OUAKALI Abd Elkrim,Male,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
,,1543266,,SID AZARA Bachir,Male,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
,,1543272,,NGUYEN Nhat,Male,IRL,Ireland,175.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543274,,O'ROURKE Aoife,Female,IRL,Ireland,177.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543281,,FAVORS Eric,Male,IRL,Ireland,181.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543282,,TUTHILL Nicola,Female,IRL,Ireland,196.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543283,,HARRISON Roisin,Female,IRL,Ireland,171.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543285,,MANNING Cliodhna,Female,IRL,Ireland,180.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543288,,McGING Ciara,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543297,,LARN Amy,Female,IRL,Ireland,168.0,64.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543299,,ORCHARD Ashleigh,Female,IRL,Ireland,164.0,62.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543302,,FANNON Thomas,Male,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543303,,Mc CUSKER Max,Male,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
Bronze,Women's 100m Breaststroke,1543304,Swimming,Mc SHARRY Mona,Female,IRL,Ireland,0.0,0.0,24.0,Paris,2024,Summer,,2024 Summer,Ireland
,,1543305,,WALSHE Ellen,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543306,,DICKSON Robert,Male,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543307,,WADDILOVE Sean,Male,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543310,,McMAHON Eve,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543312,,DAVISON Grace,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543314,,MULLEN Ryan,Male,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543316,,MEADOW Stephanie,Female,IRL,Ireland,163.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
Bronze,Men's Double Sculls,1543317,Rowing,DOYLE Phili,Male,IRL,Ireland,0.0,0.0,32.0,Paris,2024,Summer,,2024 Summer,Ireland
,,1543318,,CORRIGAN Ross,Male,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543319,,HEGARTY Emily,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543320,,BERGIN Alison,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
Gold,Lightweight Men's Double Sculls,1543322,Rowing,Mc CARTHY Fintan,Male,IRL,Ireland,0.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,Ireland
,,1543327,,ADELEKE Rhasidat,Female,IRL,Ireland,183.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1543389,,RAMAKONGOANA Tebello,Male,LES,Lesotho,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Lesotho
,,1543408,,HERNANDEZ Angel,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543412,,ENRIQUEZ Jorge,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543418,,HOYE YENDA MOUKOULA Wissy Frank,Male,GAB,Gabon,177.0,0.0,,Paris,2024,Summer,,2024 Summer,Gabon
,,1543422,,FORBES Shashalee,Female,JAM,Jamaica,160.0,0.0,,Paris,2024,Summer,,2024 Summer,Jamaica
,,1543430,,GONZALEZ Jhancarlos,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543437,,URIBE Mariajo,Female,COL,Colombia,168.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543443,,OSORIO Camila,Female,COL,Colombia,170.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543445,,MURILLO Maria Lucelly,Female,COL,Colombia,172.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543446,,ZAMBRANO Anthony Jose,Male,COL,Colombia,184.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543470,,DALMERO Arnovis,Male,COL,Colombia,179.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543471,,ORTEGA Mauricio,Male,COL,Colombia,185.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543474,,AGUILAR Evelis,Female,COL,Colombia,173.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543479,,ARAUJO Martha,Female,COL,Colombia,172.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543481,,HERRERA Cesar,Male,COL,Colombia,169.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543483,,PAJON LONDONO Mariana,Female,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543485,,BOLLE CARRILLO Gabriela,Female,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543487,,ARBOLEDA OSPINA Diego Alejandro,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543489,,RAMIREZ YEPES Carlos Alberto,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543490,,CARMONA GARCIA Mateo,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543494,,VILLEGAS SERNA Queen Saray,Female,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543495,,BAYONA PINEDA Martha,Female,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543498,,QUINTERO CHAVARRO Kevin Santiago,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543501,,ORTEGA FONTALVO Cristian David,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543503,,ALVAREZ Yenny,Female,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
Silver,Men's 89kg,1543506,Weightlifting,LOPEZ Yeison,Male,COL,Colombia,0.0,0.0,25.0,Paris,2024,Summer,,2024 Summer,Colombia
,,1543507,,MOSQUERA Luis,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
Silver,Women's 71kg,1543509,Weightlifting,SANCHEZ Mari Leivis,Female,COL,Colombia,0.0,0.0,33.0,Paris,2024,Summer,,2024 Summer,Colombia
,,1543513,,GOMEZ HURTADO Stefania,Female,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1543540,,DIACONESCU Rebecca-Aimee,Female,ROU,Romania,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Romania
,,1543542,,HERRERA Fatima,Female,MEX,Mexico,157.0,0.0,,Paris,2024,Summer,,2024 Summer,Mexico
Gold,Men's 200m Freestyle,1543549,Swimming,POPOVICI David,Male,ROU,Romania,0.0,0.0,20.0,Paris,2024,Summer,,2024 Summer,Romania
Bronze,Men's 100m Freestyle,1543549,Swimming,POPOVICI David,Male,ROU,Romania,0.0,0.0,20.0,Paris,2024,Summer,,2024 Summer,Romania
,,1543554,,STANCU Vlad Stefan,Male,ROU,Romania,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Romania
,,1543608,,RICHTER Sergey,Male,ISR,Israel,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Israel
,,1543615,,ROUABAH Fadi,Male,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
,,1543643,,ISLAM Md Sagor,Male,BAN,Bangladesh,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Bangladesh
,,1543694,,ZILBERMAN Misha,Male,ISR,Israel,171.0,0.0,,Paris,2024,Summer,,2024 Summer,Israel
,,1543695,,MAKHKAMOV Shakhriyor,Male,UZB,Uzbekistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Uzbekistan
,,1543868,,FIORA Sofia,Female,ARG,Argentina,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Argentina
,,1543884,,CHANGANAMUNO Tayamika,Female,MAW,Malawi,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Malawi
,,1543943,,MATSENJWA Sibusiso,Male,SWZ,Eswatini,182.0,0.0,,Paris,2024,Summer,,2024 Summer,Eswatini
,,1543950,,HOY Hayley,Female,SWZ,Eswatini,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Eswatini
Gold,Women's Individual,1543963,Triathlon,BEAUGRAND Cassandre,Female,FRA,France,0.0,0.0,27.0,Paris,2024,Summer,,2024 Summer,France
,,1543964,,LOMBARDI Emma,Female,FRA,France,0.0,0.0,,Paris,2024,Summer,,2024 Summer,France
,,1543965,,PERIAULT Leonie,Female,FRA,France,0.0,0.0,,Paris,2024,Summer,,2024 Summer,France
,,1543966,,CONINX Dorian,Male,FRA,France,0.0,0.0,,Paris,2024,Summer,,2024 Summer,France
Bronze,Men's Individual,1543967,Triathlon,BERGERE Leo,Male,FRA,France,0.0,0.0,28.0,Paris,2024,Summer,,2024 Summer,France
,,1543969,,le CORRE Pierre,Male,FRA,France,0.0,0.0,,Paris,2024,Summer,,2024 Summer,France
,,1544063,,AYMARD Virginia,Female,GAB,Gabon,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Gabon
,,1544081,,ORTIZ Citlalli Vanessa,Female,MEX,Mexico,160.0,0.0,,Paris,2024,Summer,,2024 Summer,Mexico
,,1544098,,KUIPERS Natalia Jean,Female,ISV,"Virgin Islands, US",0.0,0.0,,Paris,2024,Summer,,2024 Summer,"Virgin Islands, US"
Bronze,Women's Park,1544123,Skateboarding,BROWN Sky,Female,GBR,UK,0.0,0.0,16.0,Paris,2024,Summer,,2024 Summer,UK
,,1544127,,MACDONALD Andrew,Male,GBR,UK,0.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1544131,,TAMBLING Lola,Female,GBR,UK,0.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1544148,,BARROW Aminata Nia-Maria,Female,GAM,Gambia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Gambia
Silver,Duet,1544151,Artistic Swimming,SHORTMAN Kate,Female,GBR,UK,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,UK
,,1544165,,CRISP Leah Phoebe,Female,GBR,UK,0.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1544168,,PARDOE Hector,Male,GBR,UK,0.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1544169,,ROBINSON Tobias Patrick,Male,GBR,UK,0.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Bronze,Women's +81kg,1544179,Weightlifting,CAMPBELL Emily,Female,GBR,UK,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,UK
,,1544192,,URIBE BERMUDEZ Luis Felipe,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1544200,,HURSEY Anna,Female,GBR,UK,0.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1544203,,PITCHFORD Liam,Male,GBR,UK,0.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1544208,,SOLARTE Alejandro,Male,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1544211,,VELASQUEZ SOTO Maria Carolina,Female,COL,Colombia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Colombia
,,1544214,,McARTHUR Hamish,Male,GBR,UK,182.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1544215,,McNEICE Erin,Female,GBR,UK,165.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
Gold,Men's Boulder & Lead,1544218,Sport Climbing,ROBERTS Toby,Male,GBR,UK,174.0,0.0,19.0,Paris,2024,Summer,,2024 Summer,UK
,,1544220,,THOMPSON-SMITH Molly,Female,GBR,UK,157.0,0.0,,Paris,2024,Summer,,2024 Summer,UK
,,1544228,,WILSON Maximillian,Male,ISV,"Virgin Islands, US",0.0,0.0,,Paris,2024,Summer,,2024 Summer,"Virgin Islands, US"
,,1544301,,MADRID Marcos,Male,MEX,Mexico,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Mexico
,,1544310,,COSSIO ACEVES Arantxa,Female,MEX,Mexico,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Mexico
,,1544321,,MAKABR Hesham,Male,YEM,Yemen,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Yemen
,,1544327,,KUSHARE Sarvesh Anil,Male,IND,India,172.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544334,,KURIAN Mijo Chacko,Male,IND,India,175.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544335,,VARIYATHODI Muhammed Ajmal,Male,IND,India,176.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544336,,YAHIYA Muhammed Anas,Male,IND,India,176.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544338,,RAMESH Rajesh,Male,IND,India,174.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544339,,TAMILARASAN Santhosh Kumar,Male,IND,India,176.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544346,,SABLE Avinash Mukund,Male,IND,India,165.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544350,,NARANGOLINTEVIDA Abdulla,Male,IND,India,176.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544354,,SINGH Vikash,Male,IND,India,178.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544355,,BISHT Paramjeet Singh,Male,IND,India,175.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544358,,SINGH Akshdee,Male,IND,India,178.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544360,,PANWAR Suraj,Male,IND,India,174.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544385,,TOOR Tajinderpal Singh,Male,IND,India,190.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544388,,JENA Kishore,Male,IND,India,178.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544392,,ZHALAYEV Musa,Male,TKM,Turkmenistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Turkmenistan
,,1544413,,KARAPETYAN Garik,Male,ARM,Armenia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Armenia
,,1544417,,KARAPETYAN Andranik,Male,ARM,Armenia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Armenia
,,1544421,,VENKATESAN Subha,Female,IND,India,170.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544423,,DANDI Jyothika Sri,Female,IND,India,170.0,0.0,,Paris,2024,Summer,,2024 Summer,India
Silver,Men's +102kg,1544424,Weightlifting,LALAYAN Varazdat,Male,ARM,Armenia,0.0,0.0,25.0,Paris,2024,Summer,,2024 Summer,Armenia
,,1544425,,ANKITA,Female,IND,India,160.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544434,,JEGOU Liam,Male,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544436,,BOLES Claire,Female,IRL,Ireland,169.0,70.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544444,,RAFTERY Jack,Male,IRL,Ireland,201.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544445,,BARR Thomas,Male,IRL,Ireland,183.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544447,,O'CONNOR Kate,Female,IRL,Ireland,174.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544448,,O'DONNELL Christopher,Male,IRL,Ireland,183.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544449,,FITZPATRICK Alanna,Female,IRL,Ireland,167.0,64.0,,Paris,2024,Summer,,2024 Summer,Ireland
Bronze,Men's Double Sculls,1544454,Rowing,LYNCH Daire,Male,IRL,Ireland,0.0,0.0,26.0,Paris,2024,Summer,,2024 Summer,Ireland
,,1544460,,LAMBE Eimear,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544461,,HYDE Zoe,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544462,,CREMEN Margaret,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1544471,,CHAUDHARY Parul,Female,IND,India,162.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544479,,KIRAN Pahal,Female,IND,India,172.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544485,,RANI Annu,Female,IND,India,162.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544511,,PRACHI,Female,IND,India,172.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1544601,,MALMGREN Emma Jonna,Female,SWE,Sweden,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Sweden
,,1544602,,LINDBORG Sara Johanna,Female,SWE,Sweden,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Sweden
,,1544703,,ATORA Emmannuella,Female,GAB,Gabon,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Gabon
Silver,Men's Freestyle 86kg,1544803,Wrestling,YAZDANICHARATI Hassan,Male,IRI,Iran,0.0,0.0,30.0,Paris,2024,Summer,,2024 Summer,Iran
Silver,Men's Freestyle 65kg,1544830,Wrestling,AMOUZADKHALILI Rahman,Male,IRI,Iran,0.0,0.0,22.0,Paris,2024,Summer,,2024 Summer,Iran
,,1544831,,EMAMICHOGHAEI Yones,Male,IRI,Iran,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Iran
Silver,Men's Greco-Roman 87kg,1544880,Wrestling,MOHMADIPIANI Alireza,Male,IRI,Iran,0.0,0.0,22.0,Paris,2024,Summer,,2024 Summer,Iran
,,1544881,,KAVIYANINEJAD Amin,Male,IRI,Iran,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Iran
Bronze,Men's Greco-Roman 130kg,1544882,Wrestling,MIRZAZADEH Amin,Male,IRI,Iran,0.0,0.0,26.0,Paris,2024,Summer,,2024 Summer,Iran
,,1544894,,MOHSEN NEJAD Mehdi,Male,IRI,Iran,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Iran
Gold,Men's Greco-Roman 97kg,1544897,Wrestling,SARAVI Mohammadhadi,Male,IRI,Iran,0.0,0.0,26.0,Paris,2024,Summer,,2024 Summer,Iran
,,1544908,,BENFERDJALLAH Fateh,Male,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
,,1544917,,DOUDOU Ibtissem,Female,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
Gold,Men's Greco-Roman 67kg,1544928,Wrestling,ESMAEILI LEIVESI Saeid,Male,IRI,Iran,0.0,0.0,21.0,Paris,2024,Summer,,2024 Summer,Iran
,,1544936,,AOUISSI Chaimaa Fouzia,Female,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
,,1545015,,KHALMATOV Dilshot,Male,UKR,Ukraine,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ukraine
,,1545017,,IADOV Bogdan,Male,UKR,Ukraine,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ukraine
,,1545022,,BILODID Daria,Female,UKR,Ukraine,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ukraine
,,1545023,,LYTVYNENKO Yelyzaveta,Female,UKR,Ukraine,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ukraine
,,1545058,,NGUYEN Huy Hoang,Male,VIE,Vietnam,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Vietnam
,,1545070,,SHUBINA Ekaterina,Female,UZB,Uzbekistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Uzbekistan
,,1545086,,ZOKIROVA Nilufar,Female,UZB,Uzbekistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Uzbekistan
,,1545115,,OTEIZA Marie,Female,FRA,France,0.0,0.0,,Paris,2024,Summer,,2024 Summer,France
Silver,Women's Individual,1545116,Modern Pentathlon,CLOUVEL Elodie,Female,FRA,France,0.0,0.0,35.0,Paris,2024,Summer,,2024 Summer,France
,,1545119,,PRADES Valentin,Male,FRA,France,0.0,0.0,,Paris,2024,Summer,,2024 Summer,France
,,1545123,,MOURCIA Jean-Baptiste,Male,FRA,France,0.0,0.0,,Paris,2024,Summer,,2024 Summer,France
,,1545200,,ZABELINSKAYA Olga,Female,UZB,Uzbekistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Uzbekistan
,,1545203,,BOUDROUMA Rami,Male,ALG,Algeria,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Algeria
,,1545257,,dos SANTOS Alcinda Lucas,Female,MOZ,Mozambique,168.0,0.0,,Paris,2024,Summer,,2024 Summer,Mozambique
,,1545302,,GARCIA Eduardo Terrance,Male,ISV,"Virgin Islands, US",180.0,0.0,,Paris,2024,Summer,,2024 Summer,"Virgin Islands, US"
,,1545341,,NJIE Faye,Male,GAM,Gambia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Gambia
,,1545461,,KUSKOVA Yanina,Female,UZB,Uzbekistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Uzbekistan
Bronze,10m Air Pistol Mixed Team,1545464,Shooting,SINGH Sarabjot,Male,IND,India,0.0,0.0,23.0,Paris,2024,Summer,,2024 Summer,India
,,1545471,,DHILLON Raiza,Female,IND,India,0.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1545478,,TSVETKOV Nikita,Male,UZB,Uzbekistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Uzbekistan
,,1545496,,WU Shao-Hsuan,Male,TPE,Taiwan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Taiwan
,,1545498,,CHANG Chu-Han,Female,TPE,Taiwan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Taiwan
,,1545501,,LAI Kuan-Chieh,Male,TPE,Taiwan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Taiwan
,,1545512,,BIN KASDAN Mohamad Aniq,Male,MAS,Malaysia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Malaysia
Gold,Women's Uneven Bars,1545688,Artistic Gymnastics,NEMOUR Kaylia,Female,ALG,Algeria,0.0,0.0,18.0,Paris,2024,Summer,,2024 Summer,Algeria
,,1545803,,FAKHRUTDINOVA Alise,Female,UZB,Uzbekistan,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Uzbekistan
,,1545856,,ALONSO Luana,Female,PAR,Paraguay,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Paraguay
,,1545877,,LEHAIR Jeanne,Female,LUX,Luxembourg,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Luxembourg
,,1545879,,MAJERUS Christine,Female,LUX,Luxembourg,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Luxembourg
,,1545881,,van der WEKEN Patrizia,Female,LUX,Luxembourg,173.0,0.0,,Paris,2024,Summer,,2024 Summer,Luxembourg
,,1545882,,MATEOS Matheo,Male,PAR,Paraguay,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Paraguay
,,1545903,,BRAIDOT Luca,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1545907,,AVONDETTO Simone,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1545909,,BERTA Martina,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1545910,,TEOCCHI Chiara,Female,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1545913,,BERTAGNOLI Pietro,Male,ITA,Italy,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Italy
,,1545944,,JOBE Ousman,Male,GAM,Gambia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Gambia
,,1545964,,ANN Alasan,Male,GAM,Gambia,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Gambia
,,1545966,,SISSOKO Fode,Male,MLI,Mali,180.0,0.0,,Paris,2024,Summer,,2024 Summer,Mali
,,1546047,,CLANCY Dean,Male,IRL,Ireland,178.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1546048,,MOOREHOUSE Daina,Female,IRL,Ireland,150.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1546049,,LEHANE Jennifer,Female,IRL,Ireland,160.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1546051,,MARLEY Jack,Male,IRL,Ireland,186.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1546052,,McGRORY Kelly,Female,IRL,Ireland,171.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1546055,,HILL Danielle,Female,IRL,Ireland,0.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1546057,,WALSH Aidan,Male,IRL,Ireland,180.0,0.0,,Paris,2024,Summer,,2024 Summer,Ireland
,,1546073,,JACKSON Shericka,Female,JAM,Jamaica,173.0,0.0,,Paris,2024,Summer,,2024 Summer,Jamaica
,,1546108,,BOMMADEVARA Dhiraj,Male,IND,India,0.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1546110,,RAI Tarundee,Male,IND,India,0.0,0.0,,Paris,2024,Summer,,2024 Summer,India
,,1546112,,JADHAV Pravin Ramesh,Male,IND,India,0.0,0.0,,Paris,2024,Summer,,2024 Summer,India
